ResultIndex,RaceIndex,PerfectFinish,RaceNumberGroup,DriversInRace,Race_AverageAge,DriverAgeGroup,GridPositionGroup,CircuitRegion,RaceHalfDecade,RaceMonthGroup,RaceTime
327,2008.16,0,4,Few,28,Average,Middle,Asia,2005-2009,Autumn_Winter,Early
328,2008.16,0,4,Few,28,Older,Middle,Asia,2005-2009,Autumn_Winter,Early
329,2008.17,1,4,Few,28,Younger,Front,Asia,2005-2009,Autumn_Winter,Early
330,2008.17,1,4,Few,28,Average,Front,Asia,2005-2009,Autumn_Winter,Early
331,2008.17,1,4,Few,28,Average,Front,Asia,2005-2009,Autumn_Winter,Early
332,2008.17,1,4,Few,28,Average,Front,Asia,2005-2009,Autumn_Winter,Early
333,2008.17,1,4,Few,28,Older,Middle,Asia,2005-2009,Autumn_Winter,Early
334,2008.17,1,4,Few,28,Younger,Middle,Asia,2005-2009,Autumn_Winter,Early
335,2008.17,1,4,Few,28,Average,Middle,Asia,2005-2009,Autumn_Winter,Early
336,2008.17,1,4,Few,28,Younger,Middle,Asia,2005-2009,Autumn_Winter,Early
337,2008.17,1,4,Few,28,Younger,Front,Asia,2005-2009,Autumn_Winter,Early
338,2008.17,1,4,Few,28,Older,Back,Asia,2005-2009,Autumn_Winter,Early
339,2008.17,1,4,Few,28,Older,Back,Asia,2005-2009,Autumn_Winter,Early
340,2008.17,1,4,Few,28,Younger,Back,Asia,2005-2009,Autumn_Winter,Early
341,2008.17,1,4,Few,28,Average,Middle,Asia,2005-2009,Autumn_Winter,Early
342,2008.17,1,4,Few,28,Older,Back,Asia,2005-2009,Autumn_Winter,Early
343,2008.17,0,4,Few,28,Younger,Back,Asia,2005-2009,Autumn_Winter,Early
344,2008.17,0,4,Few,28,Average,Back,Asia,2005-2009,Autumn_Winter,Early
345,2008.17,0,4,Few,28,Older,Back,Asia,2005-2009,Autumn_Winter,Early
346,2008.17,0,4,Few,28,Average,Front,Asia,2005-2009,Autumn_Winter,Early
347,2008.17,0,4,Few,28,Younger,Back,Asia,2005-2009,Autumn_Winter,Early
348,2008.17,0,4,Few,28,Older,Middle,Asia,2005-2009,Autumn_Winter,Early
349,2008.18,1,4,Few,28,Average,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
350,2008.18,1,4,Few,28,Average,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
351,2008.18,1,4,Few,28,Average,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
352,2008.18,1,4,Few,28,Younger,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
353,2008.18,1,4,Few,28,Younger,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
354,2008.18,1,4,Few,28,Average,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
355,2008.18,1,4,Few,28,Average,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
356,2008.18,1,4,Few,28,Older,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
357,2008.18,1,4,Few,28,Older,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
358,2008.18,0,4,Few,28,Older,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
359,2008.18,0,4,Few,28,Younger,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
360,2008.18,0,4,Few,28,Younger,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
361,2008.18,0,4,Few,28,Average,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
362,2008.18,0,4,Few,28,Average,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
363,2008.18,0,4,Few,28,Older,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
364,2008.18,0,4,Few,28,Younger,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
365,2008.18,0,4,Few,28,Younger,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
366,2008.18,0,4,Few,28,Older,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
367,2008.18,0,4,Few,28,Younger,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
368,2008.18,0,4,Few,28,Older,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
369,2007.1,1,1,Many,28,Average,Front,Americas_Oceania,2005-2009,Spring,Early
370,2007.1,1,1,Many,28,Younger,Front,Americas_Oceania,2005-2009,Spring,Early
371,2007.1,1,1,Many,28,Younger,Front,Americas_Oceania,2005-2009,Spring,Early
372,2007.1,1,1,Many,28,Average,Front,Americas_Oceania,2005-2009,Spring,Early
373,2007.1,1,1,Many,28,Older,Front,Americas_Oceania,2005-2009,Spring,Early
374,2007.1,1,1,Many,28,Younger,Back,Americas_Oceania,2005-2009,Spring,Early
375,2007.1,0,1,Many,28,Younger,Middle,Americas_Oceania,2005-2009,Spring,Early
376,2007.1,0,1,Many,28,Older,Middle,Americas_Oceania,2005-2009,Spring,Early
377,2007.1,0,1,Many,28,Older,Middle,Americas_Oceania,2005-2009,Spring,Early
378,2007.1,0,1,Many,28,Younger,Back,Americas_Oceania,2005-2009,Spring,Early
379,2007.1,0,1,Many,28,Older,Back,Americas_Oceania,2005-2009,Spring,Early
380,2007.1,0,1,Many,28,Average,Middle,Americas_Oceania,2005-2009,Spring,Early
381,2007.1,0,1,Many,28,Average,Middle,Americas_Oceania,2005-2009,Spring,Early
382,2007.1,0,1,Many,28,Average,Back,Americas_Oceania,2005-2009,Spring,Early
383,2007.1,0,1,Many,28,Average,Back,Americas_Oceania,2005-2009,Spring,Early
384,2007.1,0,1,Many,28,Average,Middle,Americas_Oceania,2005-2009,Spring,Early
385,2007.1,0,1,Many,28,Younger,Back,Americas_Oceania,2005-2009,Spring,Early
386,2007.1,0,1,Many,28,Older,Back,Americas_Oceania,2005-2009,Spring,Early
387,2007.1,0,1,Many,28,Older,Back,Americas_Oceania,2005-2009,Spring,Early
388,2007.1,0,1,Many,28,Younger,Front,Americas_Oceania,2005-2009,Spring,Early
389,2007.1,0,1,Many,28,Younger,Back,Americas_Oceania,2005-2009,Spring,Early
390,2007.1,0,1,Many,28,Average,Back,Americas_Oceania,2005-2009,Spring,Early
391,2007.2,1,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Early
392,2007.2,1,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Early
393,2007.2,1,1,Many,28,Average,Front,Asia,2005-2009,Spring,Early
394,2007.2,1,1,Many,28,Average,Front,Asia,2005-2009,Spring,Early
395,2007.2,1,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Early
396,2007.2,1,1,Many,28,Older,Middle,Asia,2005-2009,Spring,Early
397,2007.2,1,1,Many,28,Older,Middle,Asia,2005-2009,Spring,Early
398,2007.2,1,1,Many,28,Younger,Middle,Asia,2005-2009,Spring,Early
399,2007.2,1,1,Many,28,Older,Back,Asia,2005-2009,Spring,Early
400,2007.2,1,1,Many,28,Average,Middle,Asia,2005-2009,Spring,Early
401,2007.2,0,1,Many,28,Older,Back,Asia,2005-2009,Spring,Early
402,2007.2,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Early
403,2007.2,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Early
404,2007.2,0,1,Many,28,Younger,Back,Asia,2005-2009,Spring,Early
405,2007.2,0,1,Many,28,Older,Middle,Asia,2005-2009,Spring,Early
406,2007.2,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Early
407,2007.2,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Early
408,2007.2,0,1,Many,28,Younger,Middle,Asia,2005-2009,Spring,Early
409,2007.2,0,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Early
410,2007.2,0,1,Many,28,Older,Back,Asia,2005-2009,Spring,Early
411,2007.2,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Early
412,2007.2,0,1,Many,28,Younger,Back,Asia,2005-2009,Spring,Early
413,2007.3,1,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Middle
414,2007.3,1,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Middle
415,2007.3,1,1,Many,28,Average,Front,Asia,2005-2009,Spring,Middle
416,2007.3,1,1,Many,28,Average,Front,Asia,2005-2009,Spring,Middle
417,2007.3,1,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Middle
418,2007.3,1,1,Many,28,Younger,Front,Asia,2005-2009,Spring,Middle
419,2007.3,1,1,Many,28,Older,Middle,Asia,2005-2009,Spring,Middle
420,2007.3,1,1,Many,28,Older,Middle,Asia,2005-2009,Spring,Middle
421,2007.3,1,1,Many,28,Younger,Middle,Asia,2005-2009,Spring,Middle
422,2007.3,1,1,Many,28,Younger,Middle,Asia,2005-2009,Spring,Middle
423,2007.3,0,1,Many,28,Older,Middle,Asia,2005-2009,Spring,Middle
424,2007.3,0,1,Many,28,Older,Back,Asia,2005-2009,Spring,Middle
425,2007.3,0,1,Many,28,Older,Back,Asia,2005-2009,Spring,Middle
426,2007.3,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Middle
427,2007.3,0,1,Many,28,Younger,Back,Asia,2005-2009,Spring,Middle
428,2007.3,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Middle
429,2007.3,0,1,Many,28,Average,Middle,Asia,2005-2009,Spring,Middle
430,2007.3,0,1,Many,28,Older,Back,Asia,2005-2009,Spring,Middle
431,2007.3,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Middle
432,2007.3,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Middle
433,2007.3,0,1,Many,28,Average,Back,Asia,2005-2009,Spring,Middle
434,2007.3,0,1,Many,28,Younger,Back,Asia,2005-2009,Spring,Middle
435,2007.4,1,1,Many,28,Average,Front,Europe,2005-2009,Spring,Middle
436,2007.4,1,1,Many,28,Younger,Front,Europe,2005-2009,Spring,Middle
437,2007.4,1,1,Many,28,Younger,Front,Europe,2005-2009,Spring,Middle
438,2007.4,1,1,Many,28,Younger,Front,Europe,2005-2009,Spring,Middle
439,2007.4,1,1,Many,28,Older,Middle,Europe,2005-2009,Spring,Middle
440,2007.4,1,1,Many,28,Younger,Middle,Europe,2005-2009,Spring,Middle
441,2007.4,1,1,Many,28,Younger,Middle,Europe,2005-2009,Spring,Middle
442,2007.4,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
443,2007.4,0,1,Many,28,Older,Middle,Europe,2005-2009,Spring,Middle
444,2007.4,0,1,Many,28,Older,Middle,Europe,2005-2009,Spring,Middle
445,2007.4,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
446,2007.4,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
447,2007.4,0,1,Many,28,Younger,Back,Europe,2005-2009,Spring,Middle
448,2007.4,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
449,2007.4,0,1,Many,28,Average,Middle,Europe,2005-2009,Spring,Middle
450,2007.4,0,1,Many,28,Older,Back,Europe,2005-2009,Spring,Middle
451,2007.4,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
452,2007.4,0,1,Many,28,Younger,Back,Europe,2005-2009,Spring,Middle
453,2007.4,0,1,Many,28,Average,Front,Europe,2005-2009,Spring,Middle
454,2007.4,0,1,Many,28,Older,Front,Europe,2005-2009,Spring,Middle
455,2007.4,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
456,2007.4,0,1,Many,28,Older,Back,Europe,2005-2009,Spring,Middle
457,2007.5,1,1,Many,28,Younger,Front,Europe,2005-2009,Spring,Middle
458,2007.5,1,1,Many,28,Younger,Front,Europe,2005-2009,Spring,Middle
459,2007.5,1,1,Many,28,Average,Front,Europe,2005-2009,Spring,Middle
460,2007.5,0,1,Many,28,Older,Front,Europe,2005-2009,Spring,Middle
461,2007.5,0,1,Many,28,Younger,Middle,Europe,2005-2009,Spring,Middle
462,2007.5,0,1,Many,28,Average,Middle,Europe,2005-2009,Spring,Middle
463,2007.5,0,1,Many,28,Older,Middle,Europe,2005-2009,Spring,Middle
464,2007.5,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
465,2007.5,0,1,Many,28,Younger,Back,Europe,2005-2009,Spring,Middle
466,2007.5,0,1,Many,28,Older,Middle,Europe,2005-2009,Spring,Middle
467,2007.5,0,1,Many,28,Average,Middle,Europe,2005-2009,Spring,Middle
468,2007.5,0,1,Many,28,Younger,Front,Europe,2005-2009,Spring,Middle
469,2007.5,0,1,Many,28,Younger,Back,Europe,2005-2009,Spring,Middle
470,2007.5,0,1,Many,28,Older,Back,Europe,2005-2009,Spring,Middle
471,2007.5,0,1,Many,28,Older,Back,Europe,2005-2009,Spring,Middle
472,2007.5,0,1,Many,28,Older,Back,Europe,2005-2009,Spring,Middle
473,2007.5,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
474,2007.5,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
475,2007.5,0,1,Many,28,Average,Back,Europe,2005-2009,Spring,Middle
476,2007.5,0,1,Many,28,Younger,Back,Europe,2005-2009,Spring,Middle
477,2007.5,0,1,Many,28,Average,Front,Europe,2005-2009,Spring,Middle
478,2007.5,0,1,Many,28,Average,Middle,Europe,2005-2009,Spring,Middle
479,2007.6,1,2,Many,28,Younger,Front,Americas_Oceania,2005-2009,Summer,Late
480,2007.6,1,2,Many,28,Average,Front,Americas_Oceania,2005-2009,Summer,Late
481,2007.6,1,2,Many,28,Older,Back,Americas_Oceania,2005-2009,Summer,Late
482,2007.6,1,2,Many,28,Younger,Back,Americas_Oceania,2005-2009,Summer,Late
483,2007.6,1,2,Many,28,Average,Front,Americas_Oceania,2005-2009,Summer,Late
484,2007.6,1,2,Many,28,Average,Middle,Americas_Oceania,2005-2009,Summer,Late
485,2007.6,1,2,Many,28,Younger,Front,Americas_Oceania,2005-2009,Summer,Late
486,2007.6,1,2,Many,28,Older,Back,Americas_Oceania,2005-2009,Summer,Late
487,2007.6,1,2,Many,28,Average,Front,Americas_Oceania,2005-2009,Summer,Late
488,2007.6,1,2,Many,28,Younger,Middle,Americas_Oceania,2005-2009,Summer,Late
489,2007.6,1,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
490,2007.6,1,2,Many,28,Older,Back,Americas_Oceania,2005-2009,Summer,Late
491,2007.6,0,2,Many,28,Older,Middle,Americas_Oceania,2005-2009,Summer,Late
492,2007.6,0,2,Many,28,Average,Middle,Americas_Oceania,2005-2009,Summer,Late
493,2007.6,0,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
494,2007.6,0,2,Many,28,Older,Back,Americas_Oceania,2005-2009,Summer,Late
495,2007.6,0,2,Many,28,Younger,Middle,Americas_Oceania,2005-2009,Summer,Late
496,2007.6,0,2,Many,28,Younger,Back,Americas_Oceania,2005-2009,Summer,Late
497,2007.6,0,2,Many,28,Younger,Back,Americas_Oceania,2005-2009,Summer,Late
498,2007.6,0,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
499,2007.6,0,2,Many,28,Average,Front,Americas_Oceania,2005-2009,Summer,Late
500,2007.6,0,2,Many,28,Older,Middle,Americas_Oceania,2005-2009,Summer,Late
501,2007.7,1,2,Many,28,Younger,Front,Americas_Oceania,2005-2009,Summer,Late
502,2007.7,1,2,Many,28,Younger,Front,Americas_Oceania,2005-2009,Summer,Late
503,2007.7,1,2,Many,28,Average,Front,Americas_Oceania,2005-2009,Summer,Late
504,2007.7,1,2,Many,28,Average,Front,Americas_Oceania,2005-2009,Summer,Late
505,2007.7,1,2,Many,28,Younger,Front,Americas_Oceania,2005-2009,Summer,Late
506,2007.7,1,2,Many,28,Older,Middle,Americas_Oceania,2005-2009,Summer,Late
507,2007.7,1,2,Many,28,Average,Middle,Americas_Oceania,2005-2009,Summer,Late
508,2007.7,1,2,Many,28,Younger,Middle,Americas_Oceania,2005-2009,Summer,Late
509,2007.7,0,2,Many,28,Older,Middle,Americas_Oceania,2005-2009,Summer,Late
510,2007.7,0,2,Many,28,Older,Back,Americas_Oceania,2005-2009,Summer,Late
511,2007.7,0,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
512,2007.7,0,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
513,2007.7,0,2,Many,28,Younger,Back,Americas_Oceania,2005-2009,Summer,Late
514,2007.7,0,2,Many,28,Younger,Back,Americas_Oceania,2005-2009,Summer,Late
515,2007.7,0,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
516,2007.7,0,2,Many,28,Younger,Back,Americas_Oceania,2005-2009,Summer,Late
517,2007.7,0,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
518,2007.7,0,2,Many,28,Average,Front,Americas_Oceania,2005-2009,Summer,Late
519,2007.7,0,2,Many,28,Average,Back,Americas_Oceania,2005-2009,Summer,Late
520,2007.7,0,2,Many,28,Older,Middle,Americas_Oceania,2005-2009,Summer,Late
521,2007.7,0,2,Many,28,Older,Back,Americas_Oceania,2005-2009,Summer,Late
522,2007.7,0,2,Many,28,Older,Middle,Americas_Oceania,2005-2009,Summer,Late
523,2007.8,1,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
524,2007.8,1,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
525,2007.8,1,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
526,2007.8,1,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
527,2007.8,1,2,Many,28,Average,Middle,Europe,2005-2009,Summer,Middle
528,2007.8,1,2,Many,28,Older,Front,Europe,2005-2009,Summer,Middle
529,2007.8,1,2,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
530,2007.8,1,2,Many,28,Average,Middle,Europe,2005-2009,Summer,Middle
531,2007.8,1,2,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
532,2007.8,0,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
533,2007.8,0,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
534,2007.8,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
535,2007.8,0,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
536,2007.8,0,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
537,2007.8,0,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
538,2007.8,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
539,2007.8,0,2,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
540,2007.8,0,2,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
541,2007.8,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
542,2007.8,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
543,2007.8,0,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
544,2007.8,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
545,2007.9,1,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
546,2007.9,1,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
547,2007.9,1,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
548,2007.9,1,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
549,2007.9,1,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
550,2007.9,1,2,Many,28,Average,Middle,Europe,2005-2009,Summer,Middle
551,2007.9,0,2,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
552,2007.9,0,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
553,2007.9,0,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
554,2007.9,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
555,2007.9,0,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
556,2007.9,0,2,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
557,2007.9,0,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
558,2007.9,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
559,2007.9,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
560,2007.9,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
561,2007.9,0,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
562,2007.9,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
563,2007.9,0,2,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
564,2007.9,0,2,Many,28,Older,Front,Europe,2005-2009,Summer,Middle
565,2007.9,0,2,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
566,2007.9,0,2,Many,28,Average,Middle,Europe,2005-2009,Summer,Middle
567,2007.1,1,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
568,2007.1,1,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
569,2007.1,1,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
570,2007.1,1,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
571,2007.1,1,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
572,2007.1,1,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
573,2007.1,1,2,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
574,2007.1,0,2,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
575,2007.1,0,2,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
576,2007.1,0,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
577,2007.1,0,2,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
578,2007.1,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
579,2007.1,0,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
580,2007.1,0,2,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
581,2007.1,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
582,2007.1,0,2,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
583,2007.1,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
584,2007.1,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
585,2007.1,0,2,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
586,2007.1,0,2,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
587,2007.1,0,2,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
588,2007.1,0,2,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
589,2007.11,1,3,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
590,2007.11,1,3,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
591,2007.11,1,3,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
592,2007.11,1,3,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
593,2007.11,1,3,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
594,2007.11,1,3,Many,28,Older,Front,Europe,2005-2009,Summer,Middle
595,2007.11,1,3,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
596,2007.11,1,3,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
597,2007.11,1,3,Many,28,Average,Middle,Europe,2005-2009,Summer,Middle
598,2007.11,0,3,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
599,2007.11,0,3,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
600,2007.11,0,3,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
601,2007.11,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
602,2007.11,0,3,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
603,2007.11,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
604,2007.11,0,3,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
605,2007.11,0,3,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
606,2007.11,0,3,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
607,2007.11,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
608,2007.11,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
609,2007.11,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
610,2007.11,0,3,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
611,2007.12,1,3,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
612,2007.12,1,3,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
613,2007.12,1,3,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
614,2007.12,1,3,Many,28,Average,Front,Europe,2005-2009,Summer,Middle
615,2007.12,1,3,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
616,2007.12,1,3,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
617,2007.12,1,3,Many,28,Younger,Middle,Europe,2005-2009,Summer,Middle
618,2007.12,1,3,Many,28,Younger,Front,Europe,2005-2009,Summer,Middle
619,2007.12,1,3,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
620,2007.12,1,3,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
621,2007.12,1,3,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
622,2007.12,0,3,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
623,2007.12,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
624,2007.12,0,3,Many,28,Average,Middle,Europe,2005-2009,Summer,Middle
625,2007.12,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
626,2007.12,0,3,Many,28,Older,Middle,Europe,2005-2009,Summer,Middle
627,2007.12,0,3,Many,28,Older,Back,Europe,2005-2009,Summer,Middle
628,2007.12,0,3,Many,28,Average,Back,Europe,2005-2009,Summer,Middle
629,2007.12,0,3,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
630,2007.12,0,3,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
631,2007.12,0,3,Many,28,Younger,Back,Europe,2005-2009,Summer,Middle
632,2007.12,0,3,Many,28,Average,Middle,Europe,2005-2009,Summer,Middle
633,2007.13,1,3,Many,28,Average,Front,Europe,2005-2009,Autumn_Winter,Middle
634,2007.13,1,3,Many,28,Younger,Front,Europe,2005-2009,Autumn_Winter,Middle
635,2007.13,1,3,Many,28,Average,Front,Europe,2005-2009,Autumn_Winter,Middle
636,2007.13,1,3,Many,28,Average,Front,Europe,2005-2009,Autumn_Winter,Middle
637,2007.13,1,3,Many,28,Younger,Front,Europe,2005-2009,Autumn_Winter,Middle
