ResultIndex,Finished,RaceDecade,RaceYear,RaceMonth,RaceNumber,RaceStartHourGroup,CircuitCountry,CircuitLatitude,CircuitLongitude,ConstructorName,ConstructorNationality,DriverNationality,DriverHomeRace,DriversInRace,DriverAgeAtRace,RaceDrivers_AverageAge,GridPositionGroup,GridPosition_OriginalZero,GridPositionAdjusted
187,0,2005 - 2014,2008,7,9,12:00 - 15:59,UK,52.0786,-1.01694,Toro Rosso,Italian,German,0,20,21,27.7,Mid,0,8
188,0,2005 - 2014,2008,7,9,12:00 - 15:59,UK,52.0786,-1.01694,Red Bull,Austrian,British,1,20,37,27.7,Back,0,11
189,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,McLaren,British,British,0,20,23,27.7,Front,0,1
190,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Renault,French,Brazilian,0,20,22,27.7,Back,0,17
191,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Ferrari,Italian,Brazilian,0,20,27,27.7,Front,0,2
192,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,BMW Sauber,German,German,1,20,31,27.7,Back,0,12
193,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,McLaren,British,Finnish,0,20,26,27.7,Front,0,3
194,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Ferrari,Italian,Finnish,0,20,28,27.7,Mid,0,6
195,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,BMW Sauber,German,Polish,0,20,23,27.7,Mid,0,7
196,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Toro Rosso,Italian,German,1,20,21,27.7,Mid,0,9
197,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Toyota,Japanese,Italian,0,20,34,27.7,Mid,0,4
198,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Williams,British,German,1,20,23,27.7,Back,0,13
199,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Renault,French,Spanish,0,20,26,27.7,Mid,0,5
200,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Toro Rosso,Italian,French,0,20,29,27.7,Back,0,15
201,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Red Bull,Austrian,British,0,20,37,27.7,Mid,0,10
202,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Williams,British,Japanese,0,20,23,27.7,Back,0,16
203,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Force India,Indian,German,1,20,25,27.7,Back,0,19
204,1,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Force India,Indian,Italian,0,20,35,27.7,Back,0,20
205,0,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Honda,Japanese,British,0,20,28,27.7,Back,0,14
206,0,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Honda,Japanese,Brazilian,0,20,36,27.7,Back,0,18
207,0,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Red Bull,Austrian,Australian,0,20,31,27.7,Mid,0,8
208,0,2005 - 2014,2008,7,10,12:00 - 15:59,Germany,49.3278,8.56583,Toyota,Japanese,German,1,20,26,27.7,Back,0,11
209,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,McLaren,British,Finnish,0,20,26,27.8,Front,0,2
210,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Toyota,Japanese,German,0,20,26,27.8,Mid,0,5
211,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Ferrari,Italian,Finnish,0,20,28,27.8,Mid,0,6
212,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Renault,French,Spanish,0,20,27,27.8,Mid,0,7
213,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,McLaren,British,British,0,20,23,27.8,Front,0,1
214,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Renault,French,Brazilian,0,20,23,27.8,Mid,0,10
215,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Toyota,Japanese,Italian,0,20,34,27.8,Mid,0,9
216,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,BMW Sauber,German,Polish,0,20,23,27.8,Mid,0,4
217,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Red Bull,Austrian,Australian,0,20,31,27.8,Mid,0,8
218,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,BMW Sauber,German,German,0,20,31,27.8,Back,0,15
219,1,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Red Bull,Austrian,British,0,20,37,27.8,Back,0,13
220,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Honda,Japanese,British,0,20,28,27.8,Back,0,12
221,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Williams,British,Japanese,0,20,23,27.8,Back,0,16
222,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Williams,British,German,0,20,23,27.8,Back,0,14
223,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Force India,Indian,Italian,0,20,35,27.8,Back,0,18
224,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Honda,Japanese,Brazilian,0,20,36,27.8,Back,0,17
225,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Ferrari,Italian,Brazilian,0,20,27,27.8,Front,0,3
226,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Toro Rosso,Italian,French,0,20,29,27.8,Back,0,19
227,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Force India,Indian,German,0,20,25,27.8,Back,0,20
228,0,2005 - 2014,2008,8,11,12:00 - 15:59,Hungary,47.5789,19.2486,Toro Rosso,Italian,German,0,20,21,27.8,Back,0,11
229,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Ferrari,Italian,Brazilian,0,20,27,27.8,Front,0,1
230,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,McLaren,British,British,0,20,23,27.8,Front,0,2
231,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,BMW Sauber,German,Polish,0,20,23,27.8,Front,0,3
232,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,McLaren,British,Finnish,0,20,26,27.8,Mid,0,5
233,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Toyota,Japanese,Italian,0,20,34,27.8,Mid,0,7
234,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Toro Rosso,Italian,German,0,20,21,27.8,Mid,0,6
235,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Toyota,Japanese,German,0,20,26,27.8,Back,0,13
236,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Williams,British,German,0,20,23,27.8,Mid,0,9
237,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,BMW Sauber,German,German,0,20,31,27.8,Mid,0,8
238,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Toro Rosso,Italian,French,0,20,29,27.8,Mid,0,10
239,1,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Renault,French,Brazilian,0,20,23,27.8,Back,0,15
240,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Red Bull,Austrian,Australian,0,20,31,27.8,Back,0,14
241,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Honda,Japanese,British,0,20,28,27.8,Back,0,16
242,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Force India,Indian,Italian,0,20,35,27.8,Back,0,18
243,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Williams,British,Japanese,0,20,23,27.8,Back,0,11
244,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Honda,Japanese,Brazilian,0,20,36,27.8,Back,0,19
245,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Red Bull,Austrian,British,0,20,37,27.8,Back,0,17
246,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Ferrari,Italian,Finnish,0,20,28,27.8,Mid,0,4
247,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Force India,Indian,German,0,20,25,27.8,Back,0,20
248,0,2005 - 2014,2008,8,12,12:00 - 15:59,Spain,39.4589,-0.331667,Renault,French,Spanish,1,20,27,27.8,Back,0,12
249,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Ferrari,Italian,Brazilian,0,20,27,27.9,Front,0,2
250,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,BMW Sauber,German,German,0,20,31,27.9,Mid,0,5
251,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,McLaren,British,British,0,20,23,27.9,Front,0,1
252,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Renault,French,Spanish,0,20,27,27.9,Mid,0,6
253,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Toro Rosso,Italian,German,0,20,21,27.9,Mid,0,10
254,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,BMW Sauber,German,Polish,0,20,23,27.9,Mid,0,8
255,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Toro Rosso,Italian,French,0,20,29,27.9,Mid,0,9
256,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Red Bull,Austrian,Australian,0,20,32,27.9,Mid,0,7
257,1,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Toyota,Japanese,German,0,20,26,27.9,Back,0,13
258,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,McLaren,British,Finnish,0,20,26,27.9,Front,0,3
259,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Red Bull,Austrian,British,0,20,37,27.9,Back,0,14
260,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Williams,British,German,0,20,23,27.9,Back,0,15
261,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Force India,Indian,German,0,20,25,27.9,Back,0,18
262,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Williams,British,Japanese,0,20,23,27.9,Back,0,19
263,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Honda,Japanese,British,0,20,28,27.9,Back,0,17
264,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Toyota,Japanese,Italian,0,20,34,27.9,Back,0,11
265,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Force India,Indian,Italian,0,20,35,27.9,Back,0,20
266,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Ferrari,Italian,Finnish,0,20,28,27.9,Mid,0,4
267,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Honda,Japanese,Brazilian,0,20,36,27.9,Back,0,16
268,0,2005 - 2014,2008,9,13,12:00 - 15:59,Belgium,50.4372,5.97139,Renault,French,Brazilian,0,20,23,27.9,Back,0,12
269,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Toro Rosso,Italian,German,0,20,21,27.9,Front,0,1
270,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,McLaren,British,Finnish,0,20,26,27.9,Front,0,2
271,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,BMW Sauber,German,Polish,0,20,23,27.9,Back,0,11
272,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Renault,French,Spanish,0,20,27,27.9,Mid,0,8
273,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,BMW Sauber,German,German,0,20,31,27.9,Mid,0,10
274,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Ferrari,Italian,Brazilian,0,20,27,27.9,Mid,0,6
275,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,McLaren,British,British,0,20,23,27.9,Back,0,15
276,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Red Bull,Austrian,Australian,0,20,32,27.9,Front,0,3
277,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Ferrari,Italian,Finnish,0,20,28,27.9,Back,0,14
278,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Renault,French,Brazilian,0,20,23,27.9,Back,0,17
279,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Toyota,Japanese,German,0,20,26,27.9,Mid,0,9
280,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Williams,British,Japanese,0,20,23,27.9,Back,0,18
281,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Toyota,Japanese,Italian,1,20,34,27.9,Mid,0,7
282,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Williams,British,German,0,20,23,27.9,Mid,0,5
283,1,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Honda,Japanese,British,0,20,28,27.9,Back,0,19
284,0,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Red Bull,Austrian,British,0,20,37,27.9,Back,0,13
285,0,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Honda,Japanese,Brazilian,0,20,36,27.9,Back,0,16
286,0,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Toro Rosso,Italian,French,0,20,29,27.9,Mid,0,4
287,0,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Force India,Indian,German,0,20,25,27.9,Back,0,20
288,0,2005 - 2014,2008,9,14,12:00 - 15:59,Italy,45.6156,9.28111,Force India,Indian,Italian,1,20,35,27.9,Back,0,12
289,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Renault,French,Spanish,0,20,27,27.9,Back,0,15
290,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Williams,British,German,0,20,23,27.9,Mid,0,8
291,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,McLaren,British,British,0,20,23,27.9,Front,0,2
292,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Toyota,Japanese,German,0,20,26,27.9,Mid,0,7
293,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Toro Rosso,Italian,German,0,20,21,27.9,Mid,0,6
294,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,BMW Sauber,German,German,0,20,31,27.9,Mid,0,9
295,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Red Bull,Austrian,British,0,20,37,27.9,Back,0,14
296,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Williams,British,Japanese,0,20,23,27.9,Mid,0,10
297,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Honda,Japanese,British,0,20,28,27.9,Back,0,12
298,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,McLaren,British,Finnish,0,20,26,27.9,Mid,0,5
299,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,BMW Sauber,German,Polish,0,20,23,27.9,Mid,0,4
300,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Toro Rosso,Italian,French,0,20,29,27.9,Back,0,17
301,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Ferrari,Italian,Brazilian,0,20,27,27.9,Front,0,1
302,1,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Force India,Indian,Italian,0,20,35,27.9,Back,0,20
303,0,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Ferrari,Italian,Finnish,0,20,28,27.9,Front,0,3
304,0,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Toyota,Japanese,Italian,0,20,34,27.9,Back,0,11
305,0,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Force India,Indian,German,0,20,25,27.9,Back,0,19
306,0,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Red Bull,Austrian,Australian,0,20,32,27.9,Back,0,13
307,0,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Honda,Japanese,Brazilian,0,20,36,27.9,Back,0,18
308,0,2005 - 2014,2008,9,15,12:00 - 15:59,Singapore,1.2914,103.864,Renault,French,Brazilian,0,20,23,27.9,Back,0,16
309,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Renault,French,Spanish,0,20,27,27.9,Mid,0,4
310,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,BMW Sauber,German,Polish,0,20,23,27.9,Mid,0,6
311,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Ferrari,Italian,Finnish,0,20,28,27.9,Front,0,2
312,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Renault,French,Brazilian,0,20,23,27.9,Back,0,12
313,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Toyota,Japanese,Italian,0,20,34,27.9,Mid,0,7
314,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Toro Rosso,Italian,German,0,20,21,27.9,Mid,0,9
315,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Ferrari,Italian,Brazilian,0,20,27,27.9,Mid,0,5
316,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Red Bull,Austrian,Australian,0,20,32,27.9,Back,0,13
317,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,BMW Sauber,German,German,0,20,31,27.9,Back,0,16
318,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Toro Rosso,Italian,French,0,20,29,27.9,Mid,0,10
319,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Williams,British,German,0,20,23,27.9,Back,0,15
320,1,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,McLaren,British,British,0,20,23,27.9,Front,0,1
321,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Honda,Japanese,Brazilian,0,20,36,27.9,Back,0,17
322,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Honda,Japanese,British,0,20,28,27.9,Back,0,18
323,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Williams,British,Japanese,1,20,23,27.9,Back,0,14
324,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Force India,Indian,Italian,0,20,35,27.9,Back,0,20
325,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,McLaren,British,Finnish,0,20,26,27.9,Front,0,3
326,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Force India,Indian,German,0,20,25,27.9,Back,0,19
327,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Toyota,Japanese,German,0,20,26,27.9,Mid,0,8
328,0,2005 - 2014,2008,10,16,04:00 - 07:59,Japan,35.3717,138.927,Red Bull,Austrian,British,0,20,37,27.9,Back,0,11
329,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,McLaren,British,British,0,20,23,28,Front,0,1
330,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Ferrari,Italian,Brazilian,0,20,27,28,Front,0,3
331,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Ferrari,Italian,Finnish,0,20,29,28,Front,0,2
332,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Renault,French,Spanish,0,20,27,28,Mid,0,4
333,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,BMW Sauber,German,German,0,20,31,28,Mid,0,9
334,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,BMW Sauber,German,Polish,0,20,23,28,Back,0,11
335,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Toyota,Japanese,German,0,20,26,28,Back,0,12
336,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Renault,French,Brazilian,0,20,23,28,Mid,0,10
337,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Toro Rosso,Italian,German,0,20,21,28,Mid,0,6
338,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Red Bull,Austrian,British,0,20,37,28,Back,0,15
339,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Honda,Japanese,Brazilian,0,20,36,28,Back,0,13
340,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Williams,British,Japanese,0,20,23,28,Back,0,17
341,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Toro Rosso,Italian,French,0,20,29,28,Mid,0,8
342,1,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Red Bull,Austrian,Australian,0,20,32,28,Back,0,16
343,0,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Williams,British,German,0,20,23,28,Back,0,14
344,0,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Honda,Japanese,British,0,20,28,28,Back,0,18
345,0,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Force India,Indian,Italian,0,20,35,28,Back,0,20
346,0,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,McLaren,British,Finnish,0,20,27,28,Mid,0,5
347,0,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Force India,Indian,German,0,20,25,28,Back,0,19
348,0,2005 - 2014,2008,10,17,04:00 - 07:59,China,31.3389,121.22,Toyota,Japanese,Italian,0,20,34,28,Mid,0,7
349,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Ferrari,Italian,Brazilian,1,20,27,28,Front,0,1
350,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Renault,French,Spanish,0,20,27,28,Mid,0,6
351,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Ferrari,Italian,Finnish,0,20,29,28,Front,0,3
352,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Toro Rosso,Italian,German,0,20,21,28,Mid,0,7
353,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,McLaren,British,British,0,20,23,28,Mid,0,4
354,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Toyota,Japanese,German,0,20,26,28,Mid,0,10
355,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,McLaren,British,Finnish,0,20,27,28,Mid,0,5
356,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Toyota,Japanese,Italian,0,20,34,28,Front,0,2
357,1,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Red Bull,Austrian,Australian,0,20,32,28,Back,0,12
358,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,BMW Sauber,German,German,0,20,31,28,Mid,0,8
359,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,BMW Sauber,German,Polish,0,20,23,28,Back,0,13
360,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Williams,British,German,0,20,23,28,Back,0,18
361,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Honda,Japanese,British,0,20,28,28,Back,0,17
362,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Toro Rosso,Italian,French,0,20,29,28,Mid,0,9
363,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Honda,Japanese,Brazilian,1,20,36,28,Back,0,15
364,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Force India,Indian,German,0,20,25,28,Back,0,20
365,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Williams,British,Japanese,0,20,23,28,Back,0,16
366,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Force India,Indian,Italian,0,20,35,28,Back,0,19
367,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Renault,French,Brazilian,1,20,23,28,Back,0,11
368,0,2005 - 2014,2008,11,18,16:00 - 19:59,Brazil,-23.7036,-46.6997,Red Bull,Austrian,British,0,20,37,28,Back,0,14
369,1,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,Ferrari,Italian,Finnish,0,22,27,27.7,Front,0,1
370,1,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,McLaren,British,Spanish,0,22,25,27.7,Front,0,2
371,1,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,McLaren,British,British,0,22,22,27.7,Mid,0,4
372,1,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,BMW Sauber,German,German,0,22,29,27.7,Front,0,3
373,1,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,Renault,French,Italian,0,22,34,27.7,Mid,0,6
374,1,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,Ferrari,Italian,Brazilian,0,22,25,27.7,Back,0,22
375,0,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,Williams,British,German,0,22,21,27.7,Back,0,12
376,0,2005 - 2014,2007,3,1,00:00 - 03:59,Australia,-37.8497,144.968,Toyota,Japanese,German,0,22,31,27.7,Mid,0,9
